week	min_temp	max_temp	rainfall_in	humidity	acidity	sunlight_exposure	elevation	experience	size_of_farm	technique	pests	natural_disaster_occurance	disease	success
22	6	19	47.53	24.55	8.32	3.98	8576.5459442287	10	30.15	machines	low	true	true	false
29	27	29	31.96	62.32	8.94	7.31	393.4671722555	6	15.28	hand	high	true	false	false
16	74	80	33.5	54.85	6.42	14.24	5254.0786903452	12	15.03	hand	high	false	true	false
6	46	62	36.85	59.13	8.93	19.94	9920.8334163723	11	19.42	hand	low	true	true	true
20	107	116	38.77	26.36	9.92	14.21	1583.3160641158	10	26.58	hand	low	true	true	true
29	34	34	34.97	83.08	10.9	3.33	3989.7765148163	18	15.74	hand	high	true	false	true
40	3	20	42.49	79.06	10.82	14.97	4545.6166607343	10	18.89	machines	high	false	false	false
42	109	111	45.31	47.36	7.73	15.47	847.1479711779	4	14.99	machines	moderate	true	false	false
32	72	84	44.76	45.56	7.63	11.05	1146.6108693562	1	16.02	machines	moderate	true	false	true
24	76	76	33.98	63.06	11.67	5.44	2441.4854550249	6	20.52	machines	low	false	false	false
23	51	65	47.31	36.73	8.24	8.9	4734.2728635093	8	22.31	hand	low	false	false	false
27	88	91	43.41	52.46	12.34	18.54	9355.7197405423	13	15.5	machines	low	true	false	true
40	109	129	29.65	73.07	8.61	8.61	330.3279282579	12	15.28	hand	moderate	false	true	false
35	5	21	40.95	48.84	9.41	10.14	2993.9433468401	8	30.49	hand	low	false	false	true
12	108	128	33.63	57.45	11.41	21.14	4286.9736003601	10	21.82	hand	high	true	false	true
24	45	46	38.24	49.52	6.71	10.95	4223.6133018733	10	24.99	hand	low	true	false	false
49	37	56	31.69	74.98	10.98	16.71	816.2233190931	7	19.85	hand	high	true	true	true
12	57	77	41.63	59.72	13.18	15.36	1885.9632425355	7	9.86	hand	moderate	true	true	true
47	60	66	37.16	27.98	9.42	4.52	1238.295756063	8	21.93	machines	high	true	true	false
30	11	20	42.74	53.46	7.92	9.87	5349.1454198448	6	14.16	machines	low	false	true	true
50	20	26	37.8	39.79	9.08	10.74	572.1909965487	9	17.04	hand	high	true	true	true
17	86	100	34.16	52.74	7.72	12.08	9352.3951685449	11	15.32	machines	moderate	false	false	true
16	6	26	35.53	44.89	13.95	11.54	10668.9896457054	7	23.53	hand	low	false	true	true
23	-14	1	35.35	53.11	11.5	6.92	1447.7832200267	14	25.1	hand	low	true	true	false
44	73	78	44.33	34.12	8.85	17.35	1978.9550724425	6	21.82	machines	low	false	false	false
34	103	111	38.16	29.5	8.12	1.73	4004.9485102476	7	16.35	hand	low	false	false	true
5	101	113	32.95	63.05	9.94	9.33	883.5351352483	9	16.28	hand	high	false	true	false
18	72	73	39.15	71.14	9.07	14.06	8853.5545803751	13	24.84	machines	high	true	false	true
50	-19	-13	44.04	52.54	11.13	9.08	736.007073828	11	20.54	machines	low	false	false	false
14	94	103	34.59	44.96	7.96	9.77	4856.2257133797	11	23.07	hand	moderate	false	true	false
4	72	77	39.62	58.09	8.4	19.29	12268.6929310378	17	21.86	hand	high	true	false	true
9	2	12	39.89	45.89	7.49	13.58	238.0916712496	7	23.2	machines	moderate	true	true	true
36	33	46	36.21	47.43	12.17	16.71	5313.8330505431	12	14.29	machines	low	true	false	true
41	24	31	30.69	63.93	9.95	15.17	6517.2976788466	5	20.69	hand	low	true	false	true
8	2	11	36.94	54.03	9.07	16.91	26.914074643	14	24.58	hand	moderate	true	false	false
44	43	57	34.61	43.78	10.42	15.74	9052.1678052302	9	20.17	machines	low	false	true	true
47	90	107	39.6	30.49	12.07	3.55	1804.7361706553	6	18.59	machines	low	true	false	true
10	80	86	43.86	54.75	11.73	10.77	9276.1236352673	9	18.04	machines	high	false	true	true
24	32	46	40.65	59.9	9.14	15.69	9683.0894939058	12	17.78	machines	low	true	true	false
9	9	23	33.15	57.69	11.83	9.41	2790.0946676246	13	14.68	machines	moderate	false	false	true
40	70	71	46.91	60.62	10.57	10.6	2738.5256840285	11	19.95	hand	moderate	false	false	false
10	82	88	40.37	51.34	10.54	11.42	11091.9567326907	11	19.22	machines	high	true	false	true
41	13	13	32.96	37.98	14.46	11.81	5374.3854822112	17	18.55	machines	high	false	false	false
13	34	47	39.21	51.36	10.58	16.78	2678.9029034952	11	22.46	machines	high	false	false	false
46	100	111	39.99	30.13	12.34	17.59	1730.1408900905	11	20.98	machines	high	false	false	false
41	-6	3	42.11	57.1	11.45	10.1	1651.2148646168	12	23.71	machines	low	true	false	false
7	91	98	39.34	30.79	8.19	11.9	847.2288346254	3	18.6	hand	low	true	false	true
8	-6	2	34.45	50.34	14.03	13.15	1862.0785128762	14	13.09	machines	low	false	true	true
29	-18	-9	33.33	46.98	10.4	15.62	6152.3324856134	14	14.11	hand	high	false	true	false
5	23	29	33.17	62.97	13.58	4.02	3113.5891585129	11	22.36	hand	moderate	true	true	false
49	87	97	44.24	64.85	10.02	6.49	4612.9328252019	7	21.47	machines	low	false	false	true
12	18	20	40.62	52.55	7.86	13.8	1296.3003059127	4	24.92	hand	moderate	true	true	false
4	105	106	32.75	46.14	12.21	11.16	1695.06811622	7	9.56	machines	low	false	false	false
25	6	22	31.19	28.41	12.25	9.26	7584.4012400696	7	16.62	machines	low	false	false	false
36	8	18	40.76	28.81	11.07	19.7	13346.4486200595	13	16.62	machines	low	false	false	false
4	90	98	35.41	44.62	9.65	17.01	4762.9984737972	12	11.38	hand	low	true	false	false
49	44	50	42.6	65.08	8.7	11.76	11319.6040980491	14	15.27	machines	low	false	false	false
6	28	29	42.57	48.98	7.33	8.11	9423.8619858082	9	16.86	machines	low	false	false	true
27	87	88	49.43	58.25	9.27	9.48	9392.2866840523	10	14.91	hand	high	false	false	false
34	60	65	37.19	49.52	10.99	11.19	298.9497981791	10	26.41	machines	low	true	true	true
10	35	35	45.85	13.62	5.22	13.54	5187.039068748	7	18.77	machines	low	false	false	false
41	8	28	41.24	26.15	10.03	6.86	581.7715824045	13	24.92	hand	high	false	true	false
43	23	38	41.26	68.75	12.45	13.21	6589.693211859	7	28.9	machines	high	false	true	false
32	71	84	41.67	77.2	8.61	17.0	6339.9233964245	6	25.99	machines	low	false	true	false
13	13	21	38.45	29.32	14.38	10.5	19539.4652378285	11	25.22	machines	high	true	false	true
52	71	85	33.49	70.64	7.93	8.92	11523.5963331719	8	19.03	machines	low	false	false	false
5	27	27	37.19	61.82	8.28	9.16	1019.3882508266	11	25.46	machines	moderate	true	true	true
26	104	106	38.04	77.52	10.93	14.31	733.1699096325	12	22.65	machines	moderate	false	true	true
22	98	118	33.47	44.11	10.33	10.07	1096.4571187094	12	20.69	machines	high	true	false	true
26	95	98	41.05	48.29	9.2	11.78	5134.2437891252	7	20.12	machines	high	true	false	false
7	37	37	40.66	53.7	8.52	16.47	3565.3751355376	13	24.38	machines	moderate	true	true	false
16	-9	9	32.39	47.97	9.65	15.35	3611.3428716204	6	23.57	machines	moderate	false	false	true
5	40	60	34.4	64.65	12.61	11.49	4822.3342244122	9	12.96	hand	low	false	false	true
32	104	112	34.04	45.67	8.94	6.32	654.8767887326	12	15.96	hand	low	false	false	true
49	32	36	29.53	60.44	9.07	11.88	118.8515558652	11	19.38	hand	high	true	false	false
29	0	9	33.09	33.11	10.66	11.28	349.6710250059	17	22.88	machines	low	true	false	false
50	5	23	36.79	21.85	9.84	11.01	1723.2747812901	4	24.79	hand	low	false	false	true
16	-4	16	35.29	45.03	8.76	4.43	999.2601482083	8	14.62	hand	moderate	false	false	false
11	80	95	38.57	49.9	6.65	12.37	805.735799303	10	14.36	hand	high	true	false	true
18	47	55	39.49	39.99	10.83	7.99	2299.5840601804	11	20.54	machines	moderate	true	true	true
13	12	20	37.99	54.07	8.37	13.74	474.3207322186	15	17.71	machines	low	true	false	false
13	37	39	35.2	43.69	7.59	8.2	15051.5877360924	12	11.0	hand	moderate	true	true	true
48	9	13	35.9	14.62	13.64	4.88	5619.069639668	9	14.67	machines	high	false	false	false
29	14	29	28.78	49.52	11.89	7.66	1566.8713885577	7	22.0	machines	moderate	false	false	false
25	67	70	34.12	50.84	14.07	13.71	3114.5822516837	11	22.14	machines	low	true	false	false
14	96	111	31.9	83.42	7.36	17.34	390.6777286947	11	10.67	machines	high	false	false	true
18	36	49	34.12	42.54	13.62	13.58	457.485810933	11	27.78	hand	low	false	false	true
16	82	85	39.41	42.12	10.39	13.07	2879.8232333101	12	24.32	machines	moderate	true	false	true
50	-12	-10	39.82	64.27	14.56	7.73	820.4081557547	9	22.1	hand	moderate	true	false	false
42	76	96	39.7	66.72	7.11	9.44	179.9050752412	11	23.15	hand	moderate	false	false	true
11	84	102	36.01	55.26	8.13	16.5	270.278374393	14	16.22	machines	high	false	false	true
44	89	104	42.09	59.23	10.2	10.31	4112.6923953815	11	26.18	machines	high	true	true	false
23	110	127	32.12	47.52	11.37	10.27	13081.3340931056	9	19.6	machines	high	true	true	true
6	64	82	32.4	25.45	11.63	8.56	3401.8460132542	8	20.95	machines	low	false	true	false
37	32	41	41.92	43.12	8.91	10.53	431.8345264005	7	27.04	machines	low	false	false	false
18	69	86	33.66	51.41	13.01	11.87	16645.3899448938	7	16.98	hand	high	false	true	false
7	12	29	33.33	63.94	9.65	10.27	6.4318362897	6	18.54	hand	high	true	true	false
12	96	107	25.3	48.91	9.89	13.93	1084.3482924104	15	18.75	hand	high	true	true	true
26	71	87	44.04	36.88	12.11	5.72	1436.0574548729	9	16.49	machines	high	false	false	false
14	-20	-2	37.55	54.41	8.26	15.37	7847.608548436	14	17.55	hand	moderate	true	true	true
30	91	106	30.56	63.07	10.93	4.71	3664.1135732287	13	21.3	machines	high	false	false	false
28	101	108	38.21	33.51	7.09	11.2	21.6919013729	8	24.4	machines	high	true	true	true
29	49	54	43.29	39.39	9.2	12.34	712.6490701913	5	20.9	machines	moderate	false	false	false
21	15	21	37.34	94.69	10.86	17.19	12195.5724064312	12	24.46	machines	moderate	false	true	false
17	0	14	33.03	51.9	6.61	14.19	5445.0585159772	12	19.82	machines	moderate	true	true	true
44	87	93	33.14	29.58	11.72	16.09	4325.7636547428	8	21.49	machines	low	false	false	false
5	63	65	38.22	48.25	13.18	10.65	3766.81752445	10	21.41	hand	high	false	true	true
7	82	99	31.48	54.2	12.3	4.0	35.4618284441	6	25.32	hand	high	false	false	true
16	53	70	41.09	25.23	7.54	12.89	906.6120392522	9	24.07	machines	moderate	false	false	false
31	0	2	39.84	68.62	8.99	12.14	2245.2355718177	3	11.67	hand	moderate	false	true	false
38	102	112	25.94	80.53	6.29	16.91	3044.1247261167	6	32.63	hand	moderate	false	true	true
26	13	19	40.47	62.49	10.44	11.57	1447.9382280238	7	11.8	hand	low	false	false	false
8	49	57	43.24	48.8	12.7	10.2	10218.406991782	5	23.35	machines	moderate	false	true	false
6	80	80	38.06	78.7	11.87	8.78	3474.6959636447	7	21.02	hand	low	false	false	false
50	91	111	36.72	29.62	10.84	16.36	10568.9413225633	5	20.23	machines	low	true	false	true
40	79	88	43.88	73.28	9.6	11.05	3861.8170973604	10	18.92	machines	moderate	true	true	false
2	74	81	38.04	37.35	9.77	13.69	6278.9618869299	8	13.42	hand	high	true	false	false
33	3	10	32.44	61.43	10.72	20.11	6824.0244821542	5	11.27	hand	moderate	true	false	false
18	13	24	37.43	10.54	9.39	17.26	1589.6344512879	12	17.79	hand	high	false	false	true
42	76	91	39.01	45.78	11.22	16.2	701.1660031892	8	13.14	machines	low	true	true	false
14	22	38	32.89	57.42	9.66	10.6	20172.1098519836	10	28.27	hand	high	true	false	true
49	82	100	35.57	39.89	10.61	15.12	3544.1239530826	11	28.37	hand	high	false	false	false
26	98	116	33.63	25.91	9.39	15.77	307.4232730026	11	15.52	machines	moderate	false	false	true
31	27	46	40.23	28.5	10.53	12.96	1203.2026309502	12	24.95	hand	moderate	true	true	true
1	68	86	39.74	55.48	7.16	16.95	19584.7537754889	14	17.08	machines	high	true	true	false
52	6	23	37.26	68.85	6.57	13.23	813.280446243	9	17.42	hand	high	false	true	true
50	11	19	39.96	43.36	12.37	10.07	415.7990433291	11	14.52	machines	moderate	false	true	true
36	97	98	32.38	23.53	6.31	11.4	5064.2673476	9	17.73	hand	high	false	true	false
10	-4	2	39.99	55.7	8.25	8.94	3907.8860704392	9	11.02	machines	moderate	false	false	true
51	109	118	38.85	51.16	10.53	11.81	1189.3443477356	9	19.05	hand	low	false	false	false
49	14	30	43.79	57.95	8.42	19.03	3826.2411825932	12	16.63	machines	high	false	false	false
19	12	23	36.3	49.01	8.29	14.79	898.3780235501	4	18.44	hand	high	false	false	true
38	97	104	36.63	50.21	11.29	8.44	560.0126788574	14	24.94	machines	moderate	true	true	true
29	9	9	33.83	45.5	8.47	13.49	650.1046779083	8	15.53	hand	low	true	true	true
7	85	96	41.03	48.65	12.76	10.93	2831.4741147448	4	18.91	machines	low	true	true	false
48	104	106	39.68	77.6	7.44	15.31	8207.7295871753	10	14.2	machines	low	true	false	true
2	-8	-5	29.07	54.85	11.22	7.07	1363.9999851114	8	24.97	hand	moderate	true	false	true
8	41	55	28.62	48.31	11.68	9.74	1235.3936329311	8	22.35	machines	moderate	false	false	false
19	7	20	40.54	40.52	9.5	9.93	7452.8358304364	13	17.54	hand	high	true	false	true
14	110	121	36.16	45.5	12.11	17.76	11709.778976554	12	19.94	machines	low	true	true	true
46	-2	16	35.21	38.01	8.89	21.13	6354.3033686017	17	24.75	machines	low	false	false	false
1	15	20	29.01	50.72	6.99	12.66	299.7341905254	10	33.0	hand	high	true	false	false
49	2	6	39.52	60.54	10.18	6.57	1871.2183510412	18	24.9	machines	high	false	false	false
43	-15	3	35.29	53.36	10.72	10.08	4589.2310829048	10	21.1	hand	low	true	true	false
48	23	28	41.3	60.28	11.11	11.35	4553.171111926	13	28.66	machines	low	true	false	true
35	26	44	27.88	75.4	9.22	6.5	4455.4135235509	8	22.53	hand	moderate	true	false	false
40	82	83	33.78	34.4	10.8	15.16	4171.1256419194	12	14.73	hand	moderate	false	true	true
38	75	78	32.36	72.01	12.16	14.34	3825.2461921877	9	21.52	machines	high	false	false	false
8	79	86	39.0	34.19	9.99	7.33	10509.8620863253	16	21.92	machines	low	false	true	true
47	14	18	32.56	52.8	8.57	12.85	1956.6848446921	10	28.58	hand	low	true	true	false
18	57	62	38.9	41.34	8.97	13.75	3159.6675672066	8	13.85	hand	moderate	false	true	true
11	35	47	31.26	30.11	9.59	15.13	2213.2745290321	6	20.48	hand	high	false	false	false
14	4	14	46.93	77.88	6.94	17.21	10447.1975753282	8	24.7	machines	moderate	false	true	false
3	61	70	40.09	42.61	13.79	10.59	1848.7678928675	8	12.87	machines	low	false	true	true
11	49	63	34.79	45.07	9.14	15.55	4544.3625653213	12	18.49	machines	moderate	false	true	false
47	88	105	38.7	72.54	9.86	12.58	10635.6484768969	6	22.81	machines	moderate	true	true	false
3	59	60	31.81	43.28	12.26	19.79	5197.6642788036	17	27.15	machines	high	false	false	true
20	-7	13	39.73	48.6	10.37	14.26	1953.2059331438	6	15.94	machines	moderate	false	false	false
30	65	74	43.63	64.92	11.93	16.93	1668.8327339872	9	15.3	hand	moderate	true	false	true
35	102	113	40.66	50.84	9.94	11.51	6567.5155395682	13	18.05	machines	low	true	true	false
35	43	60	34.22	53.95	10.56	17.6	2562.585644983	10	15.01	hand	low	false	false	false
20	77	87	36.98	16.3	8.63	14.66	5536.7256503442	12	23.18	hand	high	true	true	true
23	-5	11	27.84	47.57	11.55	15.55	304.9636517331	13	20.74	hand	low	false	true	false
26	86	89	42.21	53.04	10.09	7.36	1205.3871031219	9	18.47	machines	low	false	false	false
22	58	77	28.98	37.29	9.49	12.37	160.9694757825	5	12.4	machines	low	true	true	false
50	57	76	38.71	35.64	9.37	4.29	9739.8531097887	13	12.72	hand	moderate	false	true	true
22	57	65	39.43	53.16	6.99	12.6	5721.883767373	8	22.57	hand	high	true	false	false
48	105	110	33.41	73.87	6.03	11.82	2762.4870134046	11	30.38	machines	low	true	false	true
36	1	15	32.56	26.01	10.64	18.62	449.6426322101	17	27.24	hand	high	true	false	true
46	106	113	35.82	51.5	9.05	11.13	1029.5479898138	4	21.27	machines	moderate	true	false	true
43	15	34	44.35	43.41	12.13	12.44	273.6869490164	7	17.44	machines	low	false	false	true
38	55	65	35.03	59.15	7.97	14.01	1930.379516814	13	18.95	hand	high	false	false	true
46	-14	-1	44.81	50.22	8.43	15.73	4330.0720131823	6	13.36	hand	high	true	false	false
48	33	42	44.92	61.4	12.41	11.93	1715.2998034289	3	16.69	machines	low	false	true	true
30	28	37	31.0	57.22	9.79	18.85	1842.1941375748	15	17.1	machines	high	true	false	true
1	109	110	30.64	50.07	9.1	14.78	1293.4148180894	8	15.05	hand	moderate	false	true	true
19	-17	-14	34.53	61.37	10.09	15.05	3941.7789660709	5	17.63	machines	low	false	true	false
11	76	88	37.07	55.33	10.19	9.29	3788.0912401069	12	18.01	hand	high	false	false	true
30	48	52	34.86	30.34	12.58	17.63	397.6513252133	11	18.86	hand	low	true	false	false
3	9	18	31.67	53.53	8.37	10.77	1348.0134767454	11	10.48	hand	high	false	true	true
43	91	107	28.13	45.06	8.9	12.45	2902.7192596487	18	15.59	hand	moderate	true	true	true
2	65	67	33.66	34.1	7.25	15.06	1302.7231132074	7	16.62	machines	low	false	false	true
20	39	41	26.17	66.13	7.26	4.04	5739.223876361	10	14.68	machines	high	false	false	true
39	103	107	27.18	58.1	8.35	14.81	304.3396698912	10	17.62	hand	moderate	true	true	false
18	-19	-2	45.45	61.06	11.75	16.29	571.992854944	15	23.46	machines	moderate	true	true	false
22	49	56	35.11	39.69	10.92	10.9	4478.1570899797	10	20.68	machines	moderate	true	true	true
30	55	69	33.17	36.66	8.9	18.28	3505.0951586806	15	23.82	machines	high	true	true	false
42	46	63	42.55	49.36	7.12	10.39	3963.0200277039	12	15.2	hand	moderate	false	true	false
19	22	23	27.19	52.41	9.38	9.84	1544.0817817589	11	16.61	machines	low	false	false	false
20	57	73	41.05	66.71	10.74	10.0	1099.4271439596	8	24.67	hand	high	false	false	false
5	73	83	42.37	38.51	7.21	13.4	846.6236517375	10	13.15	machines	low	false	true	true
33	35	39	37.97	65.4	7.97	16.14	862.075986999	11	19.26	machines	high	false	false	false
9	97	104	33.28	67.07	11.35	15.14	83.2634081571	9	13.27	hand	low	false	false	true
13	5	15	36.57	51.1	10.13	15.69	2205.1400171707	17	28.6	hand	high	false	false	true
16	105	119	36.53	61.74	8.4	16.05	1882.4227780423	12	24.27	hand	low	false	false	true
25	95	108	36.49	75.52	6.36	6.64	619.7267664703	6	11.91	machines	high	true	false	true
11	42	42	41.43	59.48	12.99	10.69	401.7426893657	19	21.86	machines	low	false	true	false
17	73	73	34.53	40.75	8.35	10.76	9807.3400523678	8	15.21	machines	moderate	false	false	true
23	46	60	40.66	41.0	14.01	10.86	11532.3062625507	8	23.98	machines	low	true	false	true
43	99	101	46.26	73.47	8.92	11.36	1539.9776264273	9	23.56	machines	low	false	true	true
15	65	72	33.35	43.49	6.43	5.51	3463.553717774	13	25.67	hand	high	false	false	true
49	25	44	43.08	53.57	11.56	16.93	2197.8957607206	10	28.04	hand	high	true	true	false
16	101	104	39.49	40.38	11.6	17.66	10032.551435197	8	21.07	machines	high	false	true	false
17	54	65	38.09	41.56	11.15	4.97	1645.9189692034	15	20.93	machines	moderate	false	false	false
17	103	113	35.28	42.81	12.04	15.94	3560.799181111	7	25.09	machines	moderate	false	true	false
10	39	45	36.98	34.84	9.14	15.3	4709.2107713794	13	22.14	hand	moderate	false	false	false
35	-1	15	35.41	71.27	8.93	23.02	22848.217098531	13	20.96	hand	high	false	true	true
47	26	39	32.99	55.2	11.2	16.07	2616.7802571041	10	22.41	hand	moderate	false	true	true
20	108	123	39.93	35.01	11.87	11.56	570.0369325432	14	20.65	machines	moderate	true	false	true
5	47	55	42.65	73.54	8.71	11.74	2765.8609646087	7	22.1	hand	high	false	false	true
42	-12	3	36.91	32.17	10.79	10.33	2576.9483258331	7	20.21	hand	moderate	false	true	true
3	45	52	33.95	47.0	9.46	15.68	8927.3261169699	12	21.69	machines	high	false	true	false
1	40	42	42.15	51.87	7.96	14.86	838.0111682751	10	15.16	hand	high	false	true	true
28	8	27	42.21	39.72	6.87	14.03	2198.0121368611	17	25.17	hand	high	false	true	false
2	-2	13	37.27	50.42	12.6	1.74	2079.3898944456	11	20.36	hand	low	false	false	true
41	104	116	31.83	38.61	8.17	7.76	994.6765356668	11	20.31	machines	high	false	true	false
27	22	24	26.86	43.09	10.1	13.2	1041.1870807057	17	15.9	hand	low	false	false	false
32	77	83	31.74	48.34	9.86	12.58	1798.046822121	9	24.98	machines	moderate	false	true	false
13	92	106	32.8	36.92	10.46	7.37	604.3897877044	10	16.57	machines	moderate	true	false	true
16	99	115	32.07	45.88	13.55	17.83	1473.3960962062	11	19.9	machines	moderate	true	false	true
3	99	106	31.36	36.31	11.03	13.33	910.2291740615	12	20.86	hand	low	false	false	false
35	89	97	27.7	41.74	10.3	14.49	9909.6991192407	13	11.25	hand	high	false	true	true
21	110	112	38.29	67.17	13.5	17.3	11875.8048607026	10	12.16	machines	high	true	true	false
22	88	97	40.22	42.67	12.12	10.5	4275.1721023017	4	19.74	hand	moderate	true	true	true
9	32	52	38.81	37.35	7.45	8.63	5944.0690847406	10	20.43	machines	moderate	false	true	true
10	-6	6	43.94	48.06	10.18	13.74	2420.8296738067	7	18.21	hand	high	true	false	true
36	17	20	36.56	73.02	9.98	15.92	1466.1472975201	11	9.24	hand	moderate	true	false	true
10	-1	2	34.94	40.73	9.11	13.91	7501.301444829	9	30.36	machines	high	false	false	true
14	62	71	43.16	48.87	10.04	8.19	6971.5092218672	8	21.42	machines	low	false	false	true
35	101	115	35.42	66.37	8.24	6.87	16670.495044671	15	19.42	machines	high	false	true	true
32	-17	1	29.46	17.89	12.03	7.73	5047.5987140108	13	24.22	hand	moderate	false	false	false
28	14	17	28.95	31.01	11.06	10.87	8669.278284176	13	20.22	hand	moderate	true	true	false
4	56	69	40.18	32.35	9.35	12.87	14190.3190151587	5	15.3	machines	low	false	true	true
34	107	111	33.4	51.41	4.8	8.71	7054.5927282969	14	17.22	hand	high	true	true	true
33	71	73	36.31	35.23	7.48	16.33	8772.0096378506	16	13.17	machines	moderate	true	true	false
45	69	75	30.14	44.5	13.18	9.76	10519.9254612186	13	27.71	hand	low	true	false	false
43	62	79	37.99	66.07	12.11	17.38	63.7232415896	9	19.76	hand	low	false	false	false
21	104	113	31.45	7.88	8.29	10.29	9733.3019549334	4	18.65	hand	moderate	false	true	false
44	47	49	32.91	58.58	11.09	8.11	4379.052907866	6	14.41	machines	low	false	false	false
50	82	97	33.74	56.1	9.5	17.14	5228.919820132	9	20.76	hand	low	false	true	true
5	-5	0	38.87	58.22	9.38	10.21	6698.7250874048	7	11.32	machines	low	true	true	false
18	67	71	34.76	37.07	9.02	1.49	1353.5300063653	12	27.85	machines	low	false	true	true
18	91	104	38.35	35.17	10.23	11.58	1661.4148762189	14	23.37	machines	high	true	false	false
46	-10	-4	30.03	48.84	7.43	7.63	18629.9706119726	11	21.41	machines	low	false	true	true
2	5	19	47.2	38.59	12.65	13.15	1123.6149548369	11	15.87	machines	low	false	false	false
37	26	42	39.61	38.68	7.91	18.55	2474.1908660534	5	18.31	machines	moderate	true	true	true
29	103	116	41.69	33.67	7.75	9.77	5327.1811219317	11	20.83	hand	low	true	true	false
24	50	61	41.28	37.78	8.62	9.03	11436.8425952467	12	19.62	machines	high	false	true	false
26	82	96	34.58	59.03	9.28	13.29	436.1108290596	11	11.34	machines	low	false	false	true
32	68	73	33.46	54.63	7.95	15.54	484.5181239481	10	10.77	hand	high	true	false	false
52	54	62	35.57	38.21	13.08	11.63	20766.6426998812	4	20.69	machines	low	false	true	true
43	73	84	39.09	55.58	12.18	14.5	1932.1553127526	5	20.12	hand	low	true	false	true
12	94	102	46.56	41.0	11.95	20.28	2401.4919939693	6	24.24	hand	high	true	true	false
30	15	32	39.13	29.62	10.76	7.85	614.1536105431	11	22.25	hand	moderate	false	false	false
20	99	114	41.26	49.03	10.79	15.42	7762.6011289806	8	22.45	machines	high	true	true	false
42	106	108	44.34	47.39	11.26	10.62	490.8327109738	7	19.31	machines	low	false	false	false
9	59	73	39.06	19.74	11.22	12.65	1731.4820232727	8	24.33	hand	low	false	false	false
44	7	26	32.03	41.15	9.8	13.3	5337.2725686193	9	12.99	hand	moderate	false	false	false
4	37	37	34.44	43.68	6.3	17.99	2118.110282434	10	20.91	machines	low	true	true	false
20	24	26	40.4	51.1	11.32	5.95	1595.9059726906	8	25.71	machines	low	true	false	true
42	-7	13	32.02	35.11	12.32	5.24	5618.89487774	12	22.07	machines	moderate	true	true	false
32	31	48	35.53	47.84	10.85	17.12	4154.5527499867	13	15.92	hand	moderate	false	true	true
14	98	110	25.67	56.73	11.29	7.52	7821.2931804516	11	21.07	machines	high	false	false	true
20	72	86	43.44	56.07	10.92	8.38	6941.4955063619	4	17.75	hand	moderate	true	false	true
3	71	91	33.97	71.54	7.4	8.24	1010.8777005343	7	23.82	machines	high	false	false	false
19	26	29	34.86	69.67	11.65	7.85	2969.7862066311	9	23.06	hand	high	true	false	false
12	82	87	33.13	57.53	10.25	9.62	16596.6754284302	8	17.78	machines	high	true	true	false
23	13	21	34.48	52.08	9.65	16.31	24922.394665571	18	19.28	hand	low	false	false	false
52	76	76	38.43	21.73	10.4	10.7	726.3179027656	6	16.78	machines	moderate	false	false	false
19	70	83	39.3	57.29	8.09	14.96	1007.3971023587	14	20.62	machines	high	true	false	false
3	55	57	39.13	31.93	9.73	14.31	1064.1704800875	12	18.31	machines	high	false	false	true
29	31	50	43.7	58.24	10.58	6.65	3556.0138082672	11	12.38	hand	high	false	true	false
3	24	44	43.45	65.8	8.92	12.66	747.0474774278	7	24.56	hand	high	false	true	true
41	102	113	42.98	62.07	10.73	8.49	21207.0118782749	8	14.72	hand	moderate	true	false	false
23	26	37	45.81	55.19	9.92	10.77	1873.0809092998	8	15.68	machines	low	true	false	true
37	46	54	39.35	50.44	10.41	11.47	820.6704445538	17	26.16	hand	low	true	true	true
29	25	42	35.16	40.52	9.75	16.98	14699.432897752	20	15.38	machines	moderate	false	true	true
27	98	112	29.94	70.66	10.31	19.56	2000.3815178954	8	20.39	machines	high	true	false	false
27	53	70	33.47	59.93	9.07	13.15	5167.6533100885	6	19.31	machines	low	true	true	false
8	-17	-12	34.32	40.84	5.73	1.74	5827.2798273236	8	20.81	machines	low	false	true	true
31	93	112	36.02	73.9	14.24	11.76	5463.4399097724	13	25.03	machines	moderate	false	true	false
13	27	29	38.85	40.05	5.84	7.49	1810.2636913354	10	28.65	hand	low	true	true	false
23	-12	7	45.46	65.98	8.94	8.56	9485.9139207506	6	23.69	machines	low	false	false	false
24	6	26	44.05	75.2	9.66	9.42	1531.1777320773	8	24.91	hand	moderate	false	true	true
48	80	82	37.4	53.82	9.39	6.58	1135.9887824115	5	22.01	machines	high	true	false	false
15	57	74	35.1	53.19	10.8	17.54	29064.3166538713	17	22.94	machines	moderate	true	false	false
27	42	62	39.95	63.9	12.81	10.72	3152.8853154618	12	16.89	machines	high	false	false	true
5	-7	-7	38.97	39.61	12.8	11.9	7005.0045245992	5	18.04	hand	low	true	true	false
3	-1	9	30.53	18.14	7.65	21.27	4325.0105676428	15	22.65	machines	low	true	true	false
31	-4	2	33.42	23.8	13.5	10.05	5074.5004821464	9	23.4	hand	low	true	false	false
24	43	61	30.82	46.76	8.87	7.48	11805.5463138364	7	15.26	machines	moderate	false	true	false
11	40	45	31.46	53.55	9.18	15.47	2852.5496612882	13	16.19	hand	low	true	true	true
7	108	123	33.53	14.54	10.02	6.59	7528.9569859233	11	22.04	hand	low	false	true	false
